filename,microscope,cell_line,culture_medium,formation_method,seeding_density,timepoint,biological_rep,technical_rep,magnification,full_path,mask_path,timepoint_hour,seeding_density_num
HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B3_T1_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMF12,LiquidOverlay-ULA,2000cells,120h,B3,T1,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B3_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B3_T1_10X.tiff,120,2000
HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B6_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMLG,LiquidOverlay-ULA,2000cells,120h,B6,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B6_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B6_T4_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B5_T6_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B5,T6,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B5_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B5_T6_10X.tiff,120,2000
HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B6_T10_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,EMEM,LiquidOverlay-ULA,2000cells,120h,B6,T10,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B6_T10_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B6_T10_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T6_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B2,T6,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T6_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T7_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B2,T7,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T7_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T7_10X.tiff,120,2000
HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B2_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMHG,LiquidOverlay-ULA,2000cells,120h,B2,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B2_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B2_T4_10X.tiff,120,2000
HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B3_T2_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMLG,LiquidOverlay-ULA,2000cells,120h,B3,T2,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B3_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B3_T2_10X.tiff,120,2000
HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B2_T2_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMHG,LiquidOverlay-ULA,2000cells,120h,B2,T2,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B2_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B2_T2_10X.tiff,120,2000
HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B6_T9_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMF12,LiquidOverlay-ULA,2000cells,120h,B6,T9,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B6_T9_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B6_T9_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B5_T8_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B5,T8,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B5_T8_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B5_T8_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B4_T3_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B4,T3,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B4_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B4_T3_10X.tiff,120,2000
HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B1_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMF12,LiquidOverlay-ULA,2000cells,120h,B1,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B1_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B1_T4_10X.tiff,120,2000
HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B5_T1_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMLG,LiquidOverlay-ULA,2000cells,120h,B5,T1,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B5_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B5_T1_10X.tiff,120,2000
HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B4_T2_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMHG,LiquidOverlay-ULA,2000cells,120h,B4,T2,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B4_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B4_T2_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T1_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B1,T1,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T1_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B5_T1_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B5,T1,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B5_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B5_T1_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B4_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B4,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B4_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B4_T4_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B6_T5_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B6,T5,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B6_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B6_T5_10X.tiff,120,2000
HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B2_T3_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,EMEM,LiquidOverlay-ULA,2000cells,120h,B2,T3,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B2_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B2_T3_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B1,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T4_10X.tiff,120,2000
HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B2_T5_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMLG,LiquidOverlay-ULA,2000cells,120h,B2,T5,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B2_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMLG_LiquidOverlay-ULA_2000cells_120h_B2_T5_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T3_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B1,T3,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B1_T3_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B3_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B3,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B3_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B3_T4_10X.tiff,120,2000
HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B5_T3_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,EMEM,LiquidOverlay-ULA,2000cells,120h,B5,T3,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B5_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B5_T3_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B1_T5_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B1,T5,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B1_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B1_T5_10X.tiff,120,2000
HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B2_T7_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMF12,LiquidOverlay-ULA,2000cells,120h,B2,T7,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B2_T7_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B2_T7_10X.tiff,120,2000
HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B5_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMF12,LiquidOverlay-ULA,2000cells,120h,B5,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B5_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B5_T4_10X.tiff,120,2000
HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B3_T3_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,EMEM,LiquidOverlay-ULA,2000cells,120h,B3,T3,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B3_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B3_T3_10X.tiff,120,2000
HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B6_T6_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,EMEM,LiquidOverlay-ULA,2000cells,120h,B6,T6,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B6_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B6_T6_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B6_T9_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B6,T9,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B6_T9_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B6_T9_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T5_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B2,T5,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T5_10X.tiff,120,2000
HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T8_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,RPMI,LiquidOverlay-ULA,2000cells,120h,B2,T8,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T8_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_RPMI_LiquidOverlay-ULA_2000cells_120h_B2_T8_10X.tiff,120,2000
HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B1_T3_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMHG,LiquidOverlay-ULA,2000cells,120h,B1,T3,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B1_T3_10X.tiff,120,2000
HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B5_T6_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,EMEM,LiquidOverlay-ULA,2000cells,120h,B5,T6,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B5_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_EMEM_LiquidOverlay-ULA_2000cells_120h_B5_T6_10X.tiff,120,2000
HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B6_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,MEM,LiquidOverlay-ULA,2000cells,120h,B6,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B6_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_MEM_LiquidOverlay-ULA_2000cells_120h_B6_T4_10X.tiff,120,2000
HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B5_T5_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMHG,LiquidOverlay-ULA,2000cells,120h,B5,T5,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B5_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B5_T5_10X.tiff,120,2000
HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B3_T2_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMF12,LiquidOverlay-ULA,2000cells,120h,B3,T2,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B3_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMF12_LiquidOverlay-ULA_2000cells_120h_B3_T2_10X.tiff,120,2000
HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B3_T1_10X.ome.tiff,Axiovert200M_DeWever_Images,HCT116,DMEMHG,LiquidOverlay-ULA,2000cells,120h,B3,T1,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B3_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/HCT116/2000_Cells/HCT116_DMEMHG_LiquidOverlay-ULA_2000cells_120h_B3_T1_10X.tiff,120,2000
SKOV3_DMEMLG_LiquidOverlay-ULA_6000cells_168h_B1_T1_10X.ome.tiff,Axiovert200M_DeWever_Images,SKOV3,DMEMLG,LiquidOverlay-ULA,6000cells,168h,B1,T1,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/SKOV3/6000_Cells/SKOV3_DMEMLG_LiquidOverlay-ULA_6000cells_168h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/SKOV3/6000_Cells/SKOV3_DMEMLG_LiquidOverlay-ULA_6000cells_168h_B1_T1_10X.tiff,168,6000
SKOV3_EMEM_LiquidOverlay-ULA_6000cells_168h_B1_T4_10X.ome.tiff,Axiovert200M_DeWever_Images,SKOV3,EMEM,LiquidOverlay-ULA,6000cells,168h,B1,T4,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/SKOV3/6000_Cells/SKOV3_EMEM_LiquidOverlay-ULA_6000cells_168h_B1_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/SKOV3/6000_Cells/SKOV3_EMEM_LiquidOverlay-ULA_6000cells_168h_B1_T4_10X.tiff,168,6000
SKOV3_DMEMLG_LiquidOverlay-ULA_6000cells_168h_B1_T2_10X.ome.tiff,Axiovert200M_DeWever_Images,SKOV3,DMEMLG,LiquidOverlay-ULA,6000cells,168h,B1,T2,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/SKOV3/6000_Cells/SKOV3_DMEMLG_LiquidOverlay-ULA_6000cells_168h_B1_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/SKOV3/6000_Cells/SKOV3_DMEMLG_LiquidOverlay-ULA_6000cells_168h_B1_T2_10X.tiff,168,6000
SKOV3_EMEM_LiquidOverlay-ULA_6000cells_168h_B2_T1_10X.ome.tiff,Axiovert200M_DeWever_Images,SKOV3,EMEM,LiquidOverlay-ULA,6000cells,168h,B2,T1,10,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Images/SKOV3/6000_Cells/SKOV3_EMEM_LiquidOverlay-ULA_6000cells_168h_B2_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200M/Axiovert200M/Axiovert200M_DeWever/Manual segmentations/SKOV3/6000_Cells/SKOV3_EMEM_LiquidOverlay-ULA_6000cells_168h_B2_T1_10X.tiff,168,6000
